,somite_index,n_mps,n_mps_manual,Fish_id,image_path,whole_img_path
6,6,0,5,WT_2dpf_4D9-488_DAPI_2024-04-19_F1,[],/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F1_whole_outlined.png
0,0,0,3,WT_2dpf_4D9-488_DAPI_2024-04-19_F2,[],/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F2_whole_outlined.png
1,1,0,4,WT_2dpf_4D9-488_DAPI_2024-04-19_F2,[],/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F2_whole_outlined.png
2,2,0,3,WT_2dpf_4D9-488_DAPI_2024-04-19_F2,[],/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F2_whole_outlined.png
3,3,0,4,WT_2dpf_4D9-488_DAPI_2024-04-19_F2,[],/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F2_whole_outlined.png
4,4,0,4,WT_2dpf_4D9-488_DAPI_2024-04-19_F2,[],/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F2_whole_outlined.png
5,5,0,5,WT_2dpf_4D9-488_DAPI_2024-04-19_F2,[],/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F2_whole_outlined.png
6,6,0,4,WT_2dpf_4D9-488_DAPI_2024-04-19_F2,[],/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F2_whole_outlined.png
0,0,2,3,WT_2dpf_4D9-488_DAPI_2024-04-19_F3,"['/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F3_somite_0_mp_26.png', '/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F3_somite_0_mp_27.png']",/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F3_whole_outlined.png
1,1,3,6,WT_2dpf_4D9-488_DAPI_2024-04-19_F3,"['/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F3_somite_1_mp_12.png', '/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F3_somite_1_mp_15.png', '/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F3_somite_1_mp_28.png']",/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F3_whole_outlined.png
2,2,1,5,WT_2dpf_4D9-488_DAPI_2024-04-19_F3,['/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F3_somite_2_mp_14.png'],/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F3_whole_outlined.png
3,3,2,5,WT_2dpf_4D9-488_DAPI_2024-04-19_F3,"['/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F3_somite_3_mp_24.png', '/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F3_somite_3_mp_29.png']",/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F3_whole_outlined.png
4,4,2,4,WT_2dpf_4D9-488_DAPI_2024-04-19_F3,"['/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F3_somite_4_mp_21.png', '/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F3_somite_4_mp_23.png']",/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F3_whole_outlined.png
5,5,2,4,WT_2dpf_4D9-488_DAPI_2024-04-19_F3,"['/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F3_somite_5_mp_6.png', '/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F3_somite_5_mp_22.png']",/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F3_whole_outlined.png
6,6,2,2,WT_2dpf_4D9-488_DAPI_2024-04-19_F3,"['/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F3_somite_6_mp_19.png', '/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F3_somite_6_mp_30.png']",/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F3_whole_outlined.png
7,7,1,2,WT_2dpf_4D9-488_DAPI_2024-04-19_F3,['/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F3_somite_7_mp_25.png'],/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F3_whole_outlined.png
0,0,6,5,WT_2dpf_4D9-488_DAPI_2024-04-19_F4,"['/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F4_somite_0_mp_11.png', '/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F4_somite_0_mp_14.png', '/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F4_somite_0_mp_15.png', '/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F4_somite_0_mp_17.png', '/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F4_somite_0_mp_18.png', '/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F4_somite_0_mp_19.png']",/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F4_whole_outlined.png
1,1,5,4,WT_2dpf_4D9-488_DAPI_2024-04-19_F4,"['/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F4_somite_1_mp_2.png', '/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F4_somite_1_mp_3.png', '/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F4_somite_1_mp_20.png', '/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F4_somite_1_mp_23.png', '/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F4_somite_1_mp_24.png']",/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F4_whole_outlined.png
2,2,0,1,WT_2dpf_4D9-488_DAPI_2024-04-19_F4,[],/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F4_whole_outlined.png
3,3,1,4,WT_2dpf_4D9-488_DAPI_2024-04-19_F4,['/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F4_somite_3_mp_5.png'],/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F4_whole_outlined.png
4,4,1,2,WT_2dpf_4D9-488_DAPI_2024-04-19_F4,['/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F4_somite_4_mp_21.png'],/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F4_whole_outlined.png
5,5,2,4,WT_2dpf_4D9-488_DAPI_2024-04-19_F4,"['/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F4_somite_5_mp_8.png', '/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F4_somite_5_mp_25.png']",/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F4_whole_outlined.png
6,6,0,3,WT_2dpf_4D9-488_DAPI_2024-04-19_F4,[],/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F4_whole_outlined.png
7,7,0,3,WT_2dpf_4D9-488_DAPI_2024-04-19_F4,[],/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F4_whole_outlined.png
0,0,2,3,WT_2dpf_4D9-488_DAPI_2024-04-19_F5,"['/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F5_somite_0_mp_3.png', '/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F5_somite_0_mp_8.png']",/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F5_whole_outlined.png
1,1,1,4,WT_2dpf_4D9-488_DAPI_2024-04-19_F5,['/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F5_somite_1_mp_4.png'],/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F5_whole_outlined.png
2,2,1,3,WT_2dpf_4D9-488_DAPI_2024-04-19_F5,['/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F5_somite_2_mp_7.png'],/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F5_whole_outlined.png
3,3,2,3,WT_2dpf_4D9-488_DAPI_2024-04-19_F5,"['/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F5_somite_3_mp_15.png', '/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F5_somite_3_mp_16.png']",/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F5_whole_outlined.png
4,4,2,3,WT_2dpf_4D9-488_DAPI_2024-04-19_F5,"['/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F5_somite_4_mp_13.png', '/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F5_somite_4_mp_14.png']",/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F5_whole_outlined.png
5,5,2,2,WT_2dpf_4D9-488_DAPI_2024-04-19_F5,"['/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F5_somite_5_mp_11.png', '/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F5_somite_5_mp_12.png']",/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F5_whole_outlined.png
6,6,1,2,WT_2dpf_4D9-488_DAPI_2024-04-19_F5,['/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F5_somite_6_mp_10.png'],/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F5_whole_outlined.png
0,0,3,3,WT_2dpf_4D9-488_DAPI_2024-04-19_F6,"['/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F6_somite_0_mp_0.png', '/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F6_somite_0_mp_4.png', '/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F6_somite_0_mp_5.png']",/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F6_whole_outlined.png
1,1,2,3,WT_2dpf_4D9-488_DAPI_2024-04-19_F6,"['/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F6_somite_1_mp_2.png', '/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F6_somite_1_mp_6.png']",/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F6_whole_outlined.png
2,2,1,3,WT_2dpf_4D9-488_DAPI_2024-04-19_F6,['/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F6_somite_2_mp_3.png'],/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F6_whole_outlined.png
3,3,2,3,WT_2dpf_4D9-488_DAPI_2024-04-19_F6,"['/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F6_somite_3_mp_9.png', '/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F6_somite_3_mp_11.png']",/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F6_whole_outlined.png
4,4,2,3,WT_2dpf_4D9-488_DAPI_2024-04-19_F6,"['/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F6_somite_4_mp_7.png', '/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F6_somite_4_mp_14.png']",/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F6_whole_outlined.png
5,5,2,3,WT_2dpf_4D9-488_DAPI_2024-04-19_F6,"['/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F6_somite_5_mp_8.png', '/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F6_somite_5_mp_17.png']",/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F6_whole_outlined.png
6,6,0,3,WT_2dpf_4D9-488_DAPI_2024-04-19_F6,[],/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F6_whole_outlined.png
7,7,0,3,WT_2dpf_4D9-488_DAPI_2024-04-19_F6,[],/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F6_whole_outlined.png
8,8,0,3,WT_2dpf_4D9-488_DAPI_2024-04-19_F6,[],/Users/quillan/Documents/Lab/Thesis/Chevron Analysis/Analysis_1/processed_images/WT_2dpf_4D9-488_DAPI_2024-04-19_F6_whole_outlined.png
